track_name,artists,track_genre,album_name,Album Type,Total Tracks in Album,Available Markets,Album URL,Album Release Date,Track Duration (ms),popularity,Preview URL,explicit,External ID (ISRC),Track URL,Track Number,Track Type,Track URI,Is Local
Maula Mere Maula,Roop Kumar Rathod,"bollywood, sufi, hindi pop, desi",Anwar,album,12,IN,https://open.spotify.com/album/1m24oMsNiL89cMnoO2r899,2007-01-12,364329,68,,False,INH100629786,https://open.spotify.com/track/4CGBTtlrjZj7ydpV52cgB4,4,track,spotify:track:4CGBTtlrjZj7ydpV52cgB4,False
Saudebazi (Encore),"Pritam, Javed Ali","bollywood, hindi pop, desi, desi pop, sufi, sufi, bollywood, hindi pop, qawwali, desi pop, desi",Aakrosh,album,8,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK",https://open.spotify.com/album/4vEEM3r28ziX8aYSPhnaC9,2010-09-18,354862,67,,False,INS181008327,https://open.spotify.com/track/1tPPINau3vBP8Q89JTn0ER,8,track,spotify:track:1tPPINau3vBP8Q89JTn0ER,False
Afreen Afreen,Rahat Fateh Ali Khan,"sufi, qawwali, bollywood, hindi pop, desi, ghazal",Best of Khan 3,album,5,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK",https://open.spotify.com/album/4ozl20bPiEQtFHdl3jEKzb,2003-01-01,394292,43,,False,GBUQQ0349502,https://open.spotify.com/track/5zLKlmNsNzVnHLFRH9V5ag,2,track,spotify:track:5zLKlmNsNzVnHLFRH9V5ag,False
Jeene Laga Hoon,"Atif Aslam, Shreya Ghoshal, Sachin-Jigar","bollywood, hindi pop, desi, sufi, qawwali, desi pop, bollywood, hindi pop, kannada pop, desi, desi pop, marathi pop, sandalwood, bangla pop, gujarati pop, bollywood, hindi pop, desi, gujarati garba",Ramaiya Vastavaiya (Original Motion Picture Soundtrack),album,8,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK",https://open.spotify.com/album/1VgXTSQsIrRn150j5MJrxR,2013-07-19,236933,72,,False,INT101301475,https://open.spotify.com/track/3t3wsY5IdLVzB9WidegJSU,2,track,spotify:track:3t3wsY5IdLVzB9WidegJSU,False
Mere Mehboob Mere Sanam,"Udit Narayan, Alka Yagnik","bollywood, hindi pop, desi, bollywood, hindi pop, desi",Duplicate,album,9,IN,https://open.spotify.com/album/4cBp5HxpaOQ6G444YSM4Bc,1998-05-08,419498,54,,False,INH109833120,https://open.spotify.com/track/77QP3sduboWcEh7aypoz66,4,track,spotify:track:77QP3sduboWcEh7aypoz66,False
Aaja We Mahiya,Imran Khan,"bhangra, desi, punjabi pop, punjabi hip hop, desi hip hop, desi pop, bollywood",Aaja We Mahiya,album,1,,https://open.spotify.com/album/3WPDQfiohVairmvwfgEEok,2009-07-27,232066,1,,False,GBRCG0900002,https://open.spotify.com/track/75Ak0cit8hV604Wjlq1gf2,1,track,spotify:track:75Ak0cit8hV604Wjlq1gf2,False
Main Aisa Kyon Hoon,"Shankar-Ehsaan-Loy, Shaan","bollywood, sufi, desi, hindi pop, bollywood, hindi pop, desi, bangla pop, desi pop",Lakshya (Original Motion Picture Soundtrack),album,8,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK",https://open.spotify.com/album/2U02MTp5MJnqV54xsJOVIe,2004-04-26,274266,41,,False,INS170400017,https://open.spotify.com/track/11ipwX6rA4f5KMTYB7QFXj,1,track,spotify:track:11ipwX6rA4f5KMTYB7QFXj,False
Tere Bina,"A.R. Rahman, Chinmayi, Murtuza Khan, Qadir Khan","tamil pop, kollywood, bollywood, sufi, hindi pop, desi, tamil dance, tollywood, tamil pop, telugu pop, kollywood, marathi pop, bollywood, hindi pop, desi, sufi, bollywood, sufi, bollywood",Guru (Original Motion Picture Soundtrack),album,7,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK",https://open.spotify.com/album/6kWI9GDPhMhaGNo80Q1XT5,2006-09-11,309640,70,,False,INS170601060,https://open.spotify.com/track/4FeczSomVWVyU4FW7xDeAI,2,track,spotify:track:4FeczSomVWVyU4FW7xDeAI,False
Judai,"Pritam, Kamran Ahmed","bollywood, hindi pop, desi, desi pop, sufi, bollywood",Jannat (Original Motion Picture Soundtrack),album,8,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK",https://open.spotify.com/album/153Qw0xXJqhEFxvm9M9rE8,2008-03-07,302400,58,,False,INS170800040,https://open.spotify.com/track/7LGgRybx6vnACSRnYcGmMl,2,track,spotify:track:7LGgRybx6vnACSRnYcGmMl,False
Judaai,"Sachin-Jigar, Rekha Bhardwaj, Arijit Singh","gujarati pop, bollywood, hindi pop, desi, gujarati garba, bollywood, ghazal, hindi pop, sufi, desi, hindi pop, bollywood, desi, bangla pop, desi pop",Badlapur (Original Motion Picture Soundtrack),album,8,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK",https://open.spotify.com/album/4ahg47diWPOQ6d6C8e6PHI,2014-12-09,272772,65,,False,GBSGZ1500294,https://open.spotify.com/track/2MsGTWvf7dcjKbI0WTq6Pz,4,track,spotify:track:2MsGTWvf7dcjKbI0WTq6Pz,False
Why This Kolaveri Di? - The Soup of Love,"Anirudh Ravichander, Dhanush","kollywood, tamil pop, tamil dance, tollywood, tamil hip hop, telugu pop, tamil dance, tamil pop, kollywood",Why This Kolaveri Di? (The Soup of Love),album,1,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK",https://open.spotify.com/album/0s5zDTx3KA8LW5TzOs3CgE,2011-11-16,259293,60,,False,INS171101335,https://open.spotify.com/track/2VGs7EmaIxq96Wcog6DQOc,1,track,spotify:track:2VGs7EmaIxq96Wcog6DQOc,False
Where's the Party Tonight,"Shankar-Ehsaan-Loy, Shaan, Vasundhara Das, Loy Mendonsa, Shankar Mahadevan","bollywood, sufi, desi, hindi pop, bollywood, hindi pop, desi, bangla pop, desi pop, bollywood, desi, bollywood, desi, hindi pop, bollywood, marathi pop, bhajan, devotional, desi, tamil dance, hindi pop, tamil pop, sufi",Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),album,7,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK",https://open.spotify.com/album/4hYTERVUXY74XJdm8tyXBV,2006-06-08,378160,54,,False,INS170600225,https://open.spotify.com/track/6ECucSdJeJmSm3k1k3Vumv,3,track,spotify:track:6ECucSdJeJmSm3k1k3Vumv,False
Phir Mohabbat,"Mohammed Irfan, Arijit Singh, Saim Bhat","hindi pop, bollywood, hindi pop, bollywood, desi, bangla pop, desi pop, hindi pop, bollywood",Murder 2,album,8,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK",https://open.spotify.com/album/1vUKBCizrhzhTZ8tgqL8db,2011-05-30,329851,65,,False,INS181101313,https://open.spotify.com/track/2b2HutIDmoeBnnKRWDLAtV,4,track,spotify:track:2b2HutIDmoeBnnKRWDLAtV,False
Khamoshiyan,"Jeet Gannguli, Arijit Singh","bangla pop, hindi pop, bollywood, hindi pop, bollywood, desi, bangla pop, desi pop",Khamoshiyan (Original Motion Picture Soundtrack),album,11,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK",https://open.spotify.com/album/6mJIpY6r2SzZbLN3ClYCbb,2014-12-29,335709,66,,False,INS171402465,https://open.spotify.com/track/6zCQF5tu7HVwU9shhKqiuF,1,track,spotify:track:6zCQF5tu7HVwU9shhKqiuF,False
Kabhi Jo Baadal Barse,Arijit Singh,"hindi pop, bollywood, desi, bangla pop, desi pop",Jackpot,album,10,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK",https://open.spotify.com/album/7ItSsWDIPTiCEdSPu1TMct,2013-10-29,254300,59,,False,INS181306448,https://open.spotify.com/track/3MVPReTwLNOBFb6KjiIRNM,1,track,spotify:track:3MVPReTwLNOBFb6KjiIRNM,False
Ae Dil Hai Mushkil Title Track,"Pritam, Arijit Singh","bollywood, hindi pop, desi, desi pop, sufi, hindi pop, bollywood, desi, bangla pop, desi pop",Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],album,9,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK",https://open.spotify.com/album/5xjaz957o6YGSXmlfd2tex,2016-10-26,269032,69,,False,INS171602089,https://open.spotify.com/track/1UWacd8x8tPPwmrPB1MoBI,1,track,spotify:track:1UWacd8x8tPPwmrPB1MoBI,False
Bol Do Na Zara,"Armaan Malik, Amaal Mallik, Rashmi Virag","hindi pop, bollywood, kannada pop, tollywood, telugu pop, bollywood, hindi pop, desi, hindi pop, bollywood",Azhar,album,5,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK",https://open.spotify.com/album/0V1JQaeLB033XjgS7JqNbP,2016-04-07,292826,59,,False,INS181600615,https://open.spotify.com/track/6eO9LvEiMqh1CAsa6y3wXP,1,track,spotify:track:6eO9LvEiMqh1CAsa6y3wXP,False
Tujhe Sochta Hoon,"Pritam, KK","bollywood, hindi pop, desi, desi pop, sufi, bollywood, hindi pop, desi",Jannat 2 (Original Motion Picture Soundtrack),album,9,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK",https://open.spotify.com/album/6CtqkIRtoYPHgFc1ft1DPi,2012-03-30,313933,63,,False,INS171200261,https://open.spotify.com/track/47l2Dd3XPBLio3kjbEMyDJ,3,track,spotify:track:47l2Dd3XPBLio3kjbEMyDJ,False
Hasi - Male Version,"Ami Mishra, Kunaal Vermaa","bollywood, hindi pop, hindi pop, bollywood, desi pop, desi",Hamari Adhuri Kahani (Original Motion Picture Soundtrack),album,6,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK",https://open.spotify.com/album/7sVzilmsqYcLMYw2gtvoZM,2015-05-21,272668,71,,False,INS171500727,https://open.spotify.com/track/32765xcLM1fd6wQIpkN9A0,3,track,spotify:track:32765xcLM1fd6wQIpkN9A0,False
